ISBN,Title,Author,Genre,Publication Year,Copies Available,Acquisition Date,Status,ISBN_valid
9780355220940,Cross-platform composite firmware,Dr Lucy Parkinson,Non-Fiction,1954,8,2016-11-13,Checked Out,True
9780540941131,Re-contextualized zero tolerance initiative,Miss Melanie Walsh,Reference,1971,10,2022-09-24,Reserved,True
9781656983640,Robust fresh-thinking algorithm,Mr Dennis Kennedy,Reference,1967,8,2025-01-22,Damaged,True
9781720314301,Open-architected bandwidth-monitored framework,Louise Dennis,Non-Fiction,1971,1,2025-04-04,Available,True
9781099069987,Customizable neutral open system,Jade Pearson,Young Adult,2016,8,2020-07-04,Checked Out,True
9781490711362,Function-based interactive moratorium,Richard Hawkins,Fiction,1971,10,2019-08-20,Damaged,True
9781803912776,Secured zero tolerance alliance,Ms Hollie Henderson,Non-Fiction,2004,5,2020-10-11,Reserved,True
9781342970398,User-friendly maximized superstructure,Dr Oliver Barnes,Reference,1994,2,2020-12-02,Checked Out,True
9781143269448,Decentralized zero tolerance access,Dr Joseph Hewitt,Fiction,2010,2,2023-12-04,Available,True
9780865862333,Fundamental next generation matrix,Joshua Richards,Fiction,2007,0,2018-10-07,Missing,True
9780147467577,Face-to-face composite standardization,Mrs Carolyn Johnson,Children,1967,8,2016-11-15,Damaged,True
9780731243211,Upgradable optimal knowledgebase,Martin Smith,Children,1958,6,2020-07-09,Checked Out,True
9780740353000,Visionary full-range info-mediaries,Barry Harvey,Young Adult,2005,3,2020-04-10,Damaged,True
9780406975416,Focused zero-defect contingency,Ms Carolyn Bailey,Children,1958,2,2024-04-28,Missing,True
9781089229834,Balanced optimizing collaboration,Lisa Miller,Children,1995,5,2017-11-07,Available,True
9780450386077,Down-sized regional framework,Christine Craig,Fiction,1952,5,2020-10-27,Available,True
9781512951974,Synergistic systemic circuit,Mohammed Ross,Fiction,2015,1,2019-08-15,Missing,True
9780602786342,Public-key leadingedge instruction set,Dr Dominic Stewart,Children,2018,4,2023-03-30,Checked Out,True
9780695521103,Total radical task-force,Ms Hannah Simmons,Non-Fiction,2004,2,2016-11-18,Checked Out,True
9781785971341,Compatible bifurcated capacity,Liam Mistry,Fiction,1951,3,2022-08-19,Damaged,True
9780423852479,Secured impactful functionalities,Antony Harris-Evans,Fiction,2007,2,2023-11-05,Checked Out,True
9781488598067,Re-engineered actuating function,Leah Leonard,Non-Fiction,1991,0,2020-07-14,Checked Out,True
9781406026900,Re-engineered scalable hierarchy,Carl Parker,Reference,1979,0,2022-07-31,Checked Out,True
9780989902076,Persistent modular core,Brenda Andrews,Children,1968,10,2020-10-24,Reserved,True
9781302933364,Persistent local approach,Ms Kim Hughes,Non-Fiction,2008,5,2017-02-24,Checked Out,True
9781127913251,Face-to-face dynamic challenge,Antony Reynolds-Moore,Reference,1964,6,2023-08-08,Missing,True
9781162742212,De-engineered static budgetary management,Maureen Hodgson,Non-Fiction,2021,0,2018-07-01,Missing,True
9780246101686,Cross-group 24hour methodology,Catherine Ball,Fiction,2003,6,2020-08-18,Checked Out,True
9780095146074,Ergonomic modular conglomeration,Natasha Thomas,Fiction,2004,6,2022-02-18,Missing,True
9780440121787,Mandatory interactive strategy,Timothy Lyons,Young Adult,2021,7,2023-05-08,Reserved,True
9781145501294,Ameliorated eco-centric encoding,Tracy Hill,Fiction,1981,3,2020-02-18,Available,True
9781775646983,Visionary static customer loyalty,Ms Clare Miller,Children,1997,4,2017-04-16,Reserved,True
9780685319994,Adaptive system-worthy moderator,Andrew Rice,Fiction,1952,6,2018-10-29,Available,True
9781027392460,Persistent national time-frame,Tracey Rogers,Young Adult,2000,4,2022-09-06,Missing,True
9781250882325,Vision-oriented empowering product,Dorothy Ali,Young Adult,1950,0,2021-06-30,Missing,True
9781732372498,Universal transitional concept,Jake Brooks,Children,1987,5,2018-04-03,Missing,True
9781061869461,Ameliorated heuristic infrastructure,Keith Walker,Fiction,1962,5,2018-04-22,Available,True
9780569582612,Optimized user-facing paradigm,Caroline White,Young Adult,2002,4,2018-01-03,Checked Out,True
9780580256219,Right-sized leadingedge flexibility,Charlie Parker,Reference,2002,2,2023-02-10,Missing,True
9781241426569,Distributed interactive archive,Dr Matthew Smith,Fiction,1966,4,2018-10-02,Available,True
9780724766055,Vision-oriented transitional data-warehouse,Gillian Richards,Fiction,1995,0,2020-08-03,Reserved,True
9781476693774,Upgradable mission-critical toolset,Natasha Vaughan,Fiction,2002,9,2017-07-18,Missing,True
9780784128763,Visionary zero tolerance benchmark,Tina Daly,Young Adult,1962,3,2025-07-15,Available,True
9781998779994,Horizontal stable middleware,Eileen Webster,Children,1970,5,2024-04-28,Reserved,True
9780275610401,Realigned interactive leverage,Mr Steven Turnbull,Non-Fiction,1981,2,2020-12-29,Checked Out,True
9781810624716,Networked grid-enabled infrastructure,Lewis Johnson,Reference,1956,5,2023-05-08,Missing,True
9781120541529,Profit-focused 4thgeneration superstructure,Tony Oliver,Reference,1974,7,2023-04-18,Damaged,True
9781016962025,Switchable disintermediate core,Ms Grace Chambers,Children,1980,5,2019-10-14,Reserved,True
9780378956239,Inverse explicit definition,Mrs Amanda Fox,Fiction,1989,7,2015-12-22,Damaged,True
9781385952405,Mandatory 6thgeneration approach,Sally Pearson-Morris,Non-Fiction,1993,10,2025-04-09,Checked Out,True
9781605880952,Re-contextualized cohesive project,Bethany Jackson-Hayward,Reference,1996,0,2020-10-27,Available,True
9780225702118,Open-source needs-based synergy,Dr Charlene Summers,Fiction,1964,5,2017-05-23,Checked Out,True
9780498965692,Switchable bandwidth-monitored structure,Martyn Griffiths,Children,1990,8,2023-06-10,Damaged,True
9781836115380,Face-to-face directional implementation,Miss Jean Wright,Non-Fiction,2009,7,2018-08-11,Missing,True
9780034267846,Mandatory hybrid Internet solution,Ryan Griffiths-Mills,Reference,2018,2,2019-04-15,Damaged,True
9781096405788,Proactive interactive instruction set,Lisa Jones,Fiction,1978,1,2021-03-26,Damaged,True
9780473074807,Distributed logistical policy,Bruce Browne,Children,2018,9,2025-05-27,Available,True
9780019969949,Object-based holistic utilization,Mr Alexander Jones,Non-Fiction,1952,4,2024-07-13,Reserved,True
9781898843863,Realigned explicit framework,Mr Leigh Bevan,Reference,2014,0,2022-06-18,Missing,True
9780457955733,Reactive asymmetric Graphical User Interface,Phillip Edwards,Young Adult,1965,8,2021-07-25,Damaged,True
9780815613022,Self-enabling discrete complexity,Dr Reece Stevens,Fiction,1989,2,2024-09-25,Checked Out,True
9781973976875,Synergized system-worthy info-mediaries,Dr Stephanie Robinson,Reference,1978,5,2020-10-11,Reserved,True
9781534096196,Sharable regional intranet,Dr Kevin Hopkins,Children,1996,9,2020-08-21,Checked Out,True
9780440602101,Reverse-engineered bandwidth-monitored info-mediaries,Mr Robin Richards,Fiction,1991,5,2021-12-28,Missing,True
9781278332260,Expanded mobile customer loyalty,Kim Ali,Young Adult,2006,5,2020-12-13,Damaged,True
9780698120068,Phased next generation solution,Francis Steele,Young Adult,1961,1,2020-05-15,Checked Out,True
9781914701290,Quality-focused didactic service-desk,Dr Glenn Evans,Young Adult,2020,3,2016-07-27,Available,True
9781607150060,Sharable system-worthy service-desk,Miss Jennifer Parry,Children,1992,7,2024-10-30,Damaged,True
9780455786858,Secured contextually-based collaboration,Samantha Taylor,Non-Fiction,2006,4,2025-07-19,Reserved,True
9781597741446,Devolved scalable approach,Tina Slater,Fiction,1961,6,2015-10-23,Available,True
9780068721703,Grass-roots uniform interface,Dr Sian James,Reference,2022,5,2025-05-17,Missing,True
9781962116718,Digitized disintermediate analyzer,Georgina Booth-O'Sullivan,Reference,2009,0,2025-08-01,Available,True
9781998016655,Quality-focused systemic benchmark,Mr Phillip Roberts,Children,1971,2,2022-10-23,Available,True
9780086102133,Ameliorated tertiary standardization,Mrs Jemma Bennett,Non-Fiction,1975,6,2024-02-02,Missing,True
9781834881461,Adaptive web-enabled service-desk,Mr Callum Booth,Reference,1998,0,2018-10-21,Available,True
9781344417563,Optimized human-resource array,Dr Colin Nicholson,Reference,1975,4,2017-06-26,Damaged,True
9780950197616,Balanced well-modulated core,Jane Gilbert,Young Adult,1959,2,2024-04-18,Missing,True
9781267051196,Face-to-face multi-tasking monitoring,Annette Long,Reference,2016,9,2015-12-20,Missing,True
9780672919305,Future-proofed clear-thinking time-frame,Tracey Schofield,Non-Fiction,1950,10,2019-06-10,Damaged,True
9781273118760,Monitored incremental matrix,Lucy Robertson,Children,1999,1,2017-05-08,Available,True
9781038410191,Multi-channeled optimal portal,Colin Walsh,Non-Fiction,2023,9,2018-06-06,Damaged,True
9781440661594,Self-enabling context-sensitive solution,Mary Manning,Reference,1966,7,2021-09-10,Available,True
9781861838254,Mandatory system-worthy parallelism,Stephanie Lloyd,Children,2000,0,2023-11-02,Checked Out,True
9781245605182,Enhanced analyzing moderator,Jack Fisher,Non-Fiction,2016,10,2016-12-02,Damaged,True
9780871353849,Organic dedicated collaboration,Ann Walker-Gregory,Reference,2016,10,2022-09-11,Reserved,True
9781036595920,Intuitive mission-critical algorithm,Colin Pearson,Non-Fiction,2015,5,2020-07-30,Missing,True
9780469981171,Digitized attitude-oriented projection,Marilyn Bentley,Reference,2015,6,2022-10-22,Missing,True
9781716727023,Digitized upward-trending frame,Karen Thornton,Fiction,2019,4,2019-12-18,Checked Out,True
9780830832095,Cross-group exuding strategy,Frances Blake,Reference,2009,6,2021-07-22,Checked Out,True
9780531189238,Business-focused mission-critical emulation,Pauline Fox,Fiction,2022,0,2017-03-18,Available,True
9780877130420,Focused motivating leverage,Marc Pollard,Young Adult,1980,7,2016-01-04,Missing,True
9780779642779,User-centric 5thgeneration portal,Arthur Gill,Children,2024,9,2017-04-10,Reserved,True
9780385413176,Self-enabling solution-oriented firmware,Sara Davies-Goodwin,Children,1990,7,2022-10-09,Reserved,True
9781423344025,Multi-layered transitional open architecture,Howard Watson,Children,1985,1,2023-09-18,Available,True
9780889217102,Programmable static knowledge user,Sara Rose-Francis,Young Adult,2001,9,2021-10-20,Checked Out,True
9781608725472,Proactive modular groupware,Kathryn Reed,Young Adult,1967,6,2021-04-03,Reserved,True
9781835324783,Configurable transitional budgetary management,Joyce Hudson,Children,1979,4,2023-09-19,Damaged,True
9780989744690,Visionary dedicated array,Mrs Geraldine Ward,Children,2022,1,2022-07-14,Damaged,True
9781919070445,Mandatory bifurcated policy,Roy Barber-Allen,Fiction,1983,3,2017-08-04,Reserved,True
9781619017481,Implemented cohesive functionalities,Wendy Taylor,Reference,2015,3,2024-03-20,Missing,True
9780930647391,Assimilated zero administration moderator,Edward O'Connor,Reference,1992,10,2021-02-12,Missing,True
9780435951337,Face-to-face asymmetric structure,Miss Wendy Chapman,Fiction,2009,9,2018-03-25,Missing,True
9781935516972,Reactive multi-state utilization,Lydia Murray,Young Adult,1996,8,2023-11-28,Reserved,True
9781204397189,Profound neutral service-desk,Rachel Hall-Griffiths,Young Adult,2014,3,2019-07-18,Damaged,True
9781645539285,Fundamental 3rdgeneration database,June Williams-Anderson,Children,2003,10,2018-10-13,Missing,True
9781406689945,Distributed global data-warehouse,Molly Barrett,Fiction,1998,7,2021-08-08,Missing,True
9780118721394,Quality-focused upward-trending core,John Wall-Fowler,Children,1977,4,2016-01-28,Available,True
9781572386167,Upgradable actuating archive,Allan Rees,Young Adult,1976,0,2016-11-11,Damaged,True
9781406958058,User-friendly asynchronous migration,Dr Daniel Doyle,Fiction,2009,7,2020-09-21,Damaged,True
9780503188498,Persevering explicit architecture,Ms Katie O'Brien,Fiction,1974,5,2021-01-17,Available,True
9781336602359,Digitized upward-trending toolset,Rachael Yates,Fiction,2012,8,2022-05-12,Missing,True
9780828913058,Compatible 3rdgeneration collaboration,Luke Morrison,Non-Fiction,1999,9,2019-04-20,Checked Out,True
9781796056235,Extended 5thgeneration parallelism,Fiona Allen-Johnston,Non-Fiction,1974,3,2025-06-13,Missing,True
9781434645821,Seamless fresh-thinking firmware,Ms Marilyn Martin,Children,1986,0,2017-12-24,Checked Out,True
9780304716623,Front-line executive projection,Shannon Smith,Non-Fiction,2002,9,2022-03-28,Missing,True
9780281940011,Cross-group client-driven parallelism,Ms Margaret Jones,Reference,1993,2,2023-01-04,Missing,True
9781414656632,Organized 6thgeneration methodology,Vanessa Smith,Children,1955,2,2022-09-08,Checked Out,True
9780751435351,Monitored user-facing firmware,Ms Samantha Wyatt,Fiction,1967,10,2021-02-19,Damaged,True
9781660097494,Adaptive object-oriented array,Martin Palmer,Children,1975,2,2021-11-06,Damaged,True
9780514185943,Centralized analyzing function,Josh Roberts,Non-Fiction,1990,10,2019-02-19,Reserved,True
9781695449565,User-friendly tangible open system,Dr Dale Evans,Fiction,1986,9,2020-01-26,Damaged,True
9780340015223,Seamless 4thgeneration frame,Vanessa Archer,Non-Fiction,1983,9,2016-01-15,Available,True
9780942012170,Devolved zero-defect contingency,Naomi Hodgson,Non-Fiction,1967,2,2018-05-05,Checked Out,True
9780824198572,Persevering upward-trending migration,Kenneth Barber,Children,2011,7,2022-06-24,Available,True
9781230735719,Sharable didactic info-mediaries,Joshua Knight-Hall,Children,2004,9,2021-07-24,Reserved,True
9780525853558,Sharable user-facing process improvement,Ronald Baldwin,Fiction,2024,3,2018-06-27,Reserved,True
9780604387240,Front-line 24hour moratorium,Sean Doherty,Children,1997,5,2019-10-30,Damaged,True
9781414425092,Synergistic homogeneous paradigm,Catherine Porter,Fiction,1969,0,2019-02-07,Available,True
9780155088061,Exclusive object-oriented Graphical User Interface,Gareth Ross,Young Adult,1964,7,2019-04-04,Reserved,True
9780965370479,Open-source uniform middleware,Katy Fisher,Fiction,1974,6,2025-04-04,Reserved,True
9780505183446,Assimilated contextually-based knowledgebase,Miss Holly Thomson,Children,1996,9,2022-07-20,Reserved,True
9781295033690,Fully-configurable homogeneous moratorium,Leanne Fowler,Young Adult,2000,1,2024-07-19,Checked Out,True
9780454980462,Assimilated hybrid hierarchy,Natasha Thomson,Fiction,2020,9,2017-11-29,Checked Out,True
9781634916608,Multi-layered value-added Graphic Interface,Eric Robson,Reference,1961,10,2024-04-13,Checked Out,True
9781554362332,Configurable radical product,Mr Alan Harrison,Young Adult,1951,6,2022-08-24,Reserved,True
9780103877389,Assimilated 5thgeneration knowledge user,Frederick Gill-Moore,Fiction,2006,6,2023-08-18,Available,True
9781870666886,Innovative dedicated customer loyalty,Alexandra Potter,Non-Fiction,1971,2,2021-10-04,Missing,True
9780812724905,Customer-focused encompassing application,Miss Caroline Turner,Non-Fiction,1953,5,2018-01-31,Damaged,True
9781738439539,Pre-emptive context-sensitive hub,Garry Brown-Little,Children,1986,6,2019-02-23,Missing,True
9781849620031,Enterprise-wide directional alliance,Rebecca Griffiths,Children,1981,10,2022-12-28,Available,True
9781860173851,Inverse system-worthy hierarchy,Miss Jessica Ward,Children,1997,5,2022-01-16,Reserved,True
9781614266242,Integrated discrete installation,Shane Carter,Children,2024,5,2015-10-25,Available,True
9780108002649,Secured bi-directional customer loyalty,Dr Danielle Watts,Non-Fiction,2002,3,2025-10-04,Reserved,True
9781425275310,Organic mobile system engine,Joshua Bailey,Young Adult,1950,7,2023-07-19,Damaged,True
9780565633738,Function-based content-based function,Martyn Jenkins,Young Adult,2018,9,2021-12-17,Reserved,True
9780024201270,Persistent homogeneous utilization,Georgina Hunt,Non-Fiction,1979,10,2025-09-10,Checked Out,True
9781957874418,Cross-platform clear-thinking superstructure,Dean Knight,Young Adult,2002,3,2017-07-12,Missing,True
9780742194045,Phased next generation success,Albert Hopkins,Reference,1957,4,2020-02-10,Damaged,True
9781168498991,Stand-alone asynchronous productivity,Lorraine Wong,Fiction,1953,8,2022-09-07,Checked Out,True
9781941455098,Persistent disintermediate task-force,Sandra Norman,Non-Fiction,2001,9,2021-10-26,Damaged,True
9780382429859,User-friendly coherent methodology,Donna Richards,Non-Fiction,2004,9,2022-01-20,Available,True
9781446346471,Function-based non-volatile Internet solution,Dr Glen O'Neill,Non-Fiction,1973,2,2016-10-08,Available,True
9780522181593,Multi-channeled needs-based monitoring,Amanda Chapman,Reference,2006,5,2023-10-06,Reserved,True
9781088232354,Cross-platform asynchronous encryption,Iain Mills,Fiction,2001,1,2017-06-07,Damaged,True
